Speed;TurnRate;coordX;coordY;Yaw
0.0;-1.0;0.0;2.0;0.7853981633974483
0.0;-1.0;0.0;2.0;0.5853981633974483
0.0;-1.0;0.0;2.0;0.38539816339744837
0.0;-1.0;0.0;2.0;0.2853981633974484
0.0;-1.0;0.0;2.0;-0.11460183660255163
0.0;-1.0;0.0;2.0;-0.4146018366025517
0.0;-1.0;0.0;2.0;-0.6146018366025516
0.5;0.0;0.0;2.0;-0.8146018366025516
0.5;0.0;0.06861580927790695;1.9272547546767633;-0.8146018366025516
0.5;0.0;0.17153952319476737;1.8181368866919083;-0.8146018366025516
0.5;0.0;0.24015533247267432;1.7453916413686716;-0.8146018366025516
0.0;1.0;0.3087711417505813;1.672646396045435;-0.8146018366025516
0.0;1.0;0.3087711417505813;1.672646396045435;-0.6146018366025516
0.0;1.0;0.3087711417505813;1.672646396045435;-0.4146018366025517
0.0;1.0;0.3087711417505813;1.672646396045435;-0.2146018366025517
0.0;1.0;0.3087711417505813;1.672646396045435;-0.014601836602551682
0.5;0.0;0.3087711417505813;1.672646396045435;0.18539816339744833
0.5;0.0;0.40705743494467894;1.6910801848628179;0.18539816339744833
0.5;0.0;0.6527731679299232;1.737164656906275;0.18539816339744833
0.5;0.0;0.751059461124021;1.755598445723658;0.18539816339744833
0.5;0.0;0.8493457543181188;1.7740322345410409;0.18539816339744833
0.5;0.0;0.9476320475122165;1.7924660233584238;0.18539816339744833
0.5;0.0;1.0459183407063142;1.8108998121758066;0.18539816339744833
0.5;0.0;1.144204633900412;1.8293336009931895;0.18539816339744833
0.5;0.0;1.2424909270945097;1.8477673898105724;0.18539816339744833
0.0;-1.0;1.3407772202886075;1.8662011786279553;0.18539816339744833
0.5;0.0;1.3407772202886075;1.8662011786279553;0.08539816339744832
0.0;-1.0;1.3407772202886075;1.8662011786279553;-0.014601836602551682
0.0;-1.0;1.3407772202886075;1.8662011786279553;-0.2146018366025517
0.0;-1.0;1.3407772202886075;1.8662011786279553;-0.5146018366025517
0.5;0.0;1.3407772202886075;1.8662011786279553;-0.7146018366025516
0.5;0.0;1.416312642709478;1.8006695072033634;-0.7146018366025516
0.5;0.0;1.4918480651303487;1.7351378357787715;-0.7146018366025516
0.5;0.0;1.5673834875512194;1.6696061643541795;-0.7146018366025516
0.5;0.0;1.64291890997209;1.6040744929295876;-0.7146018366025516
0.5;0.0;1.7184543323929606;1.5385428215049957;-0.7146018366025516
0.5;0.0;1.7939897548138313;1.4730111500804037;-0.7146018366025516
0.5;0.0;1.869525177234702;1.4074794786558118;-0.7146018366025516
0.5;0.0;1.9450605996555725;1.3419478072312199;-0.7146018366025516
0.5;0.0;2.0583637332868783;1.243650300094332;-0.7146018366025516
0.5;0.0;2.1338991557077485;1.17811862866974;-0.7146018366025516
0.5;0.0;2.2472022893390537;1.0798211215328521;-0.7146018366025516
0.5;0.0;2.322737711759924;1.0142894501082602;-0.7146018366025516
0.5;0.0;2.398273134180794;0.9487577786836685;-0.7146018366025516
0.5;0.0;2.5115762678120994;0.8504602715467809;-0.7146018366025516
0.5;0.0;2.5871116902329696;0.7849286001221892;-0.7146018366025516
0.5;0.0;2.66264711265384;0.7193969286975975;-0.7146018366025516
0.5;0.0;2.73818253507471;0.6538652572730058;-0.7146018366025516
0.5;0.0;2.81371795749558;0.5883335858484141;-0.7146018366025516
0.5;0.0;2.8514856687060153;0.5555677501361183;-0.7146018366025516
0.5;0.0;2.9270210911268855;0.4900360787115265;-0.7146018366025516
0.5;0.0;3.0025565135477557;0.42450440728693467;-0.7146018366025516
0.5;0.0;3.115859647179061;0.32620690015004694;-0.7146018366025516
0.5;0.0;3.153627358389496;0.29344106443775103;-0.7146018366025516
0.5;0.0;3.2669304920208013;0.1951435573008633;-0.7146018366025516
0.5;0.0;3.3802336256521066;0.09684605016397557;-0.7146018366025516
0.5;0.0;3.455769048072977;0.03131437873938376;-0.7146018366025516
0.0;-1.0;3.569072181704282;-0.06698312839750395;-0.7146018366025516
0.5;0.0;3.569072181704282;-0.06698312839750395;-0.9146018366025516
0.5;0.0;3.630082791354292;-0.14621510117449693;-0.9146018366025516
0.5;0.0;3.691093401004302;-0.22544707395148994;-0.9146018366025516
0.5;0.0;3.752104010654312;-0.30467904672848295;-0.9146018366025516
0.5;0.0;3.9046305347793373;-0.5027589786709654;-0.9146018366025516
0.5;0.0;3.9656411444293473;-0.5819909514479584;-0.9146018366025516
0.5;0.0;4.026651754079357;-0.6612229242249514;-0.9146018366025516
0.5;0.0;4.087662363729367;-0.7404548970019444;-0.9146018366025516
0.5;0.0;4.1486729733793775;-0.8196868697789375;-0.9146018366025516
0.5;0.0;4.2096835830293875;-0.8989188425559305;-0.9146018366025516
0.5;0.0;4.2706941926793975;-0.9781508153329235;-0.9146018366025516
0.5;0.0;4.331704802329408;-1.0573827881099163;-0.9146018366025516
0.5;0.0;4.392715411979418;-1.136614760886909;-0.9146018366025516
0.5;0.0;4.453726021629428;-1.2158467336639018;-0.9146018366025516
0.5;0.0;4.514736631279438;-1.2950787064408946;-0.9146018366025516
0.5;0.0;4.606252545754453;-1.4139266656063838;-0.9146018366025516
0.5;0.0;4.636757850579458;-1.4535426519948802;-0.9146018366025516
0.5;0.0;4.697768460229468;-1.532774624771873;-0.9146018366025516
0.5;0.0;4.758779069879478;-1.6120065975488658;-0.9146018366025516
0.5;0.0;4.819789679529488;-1.6912385703258586;-0.9146018366025516
0.5;0.0;4.911305594004503;-1.8100865294913477;-0.9146018366025516
0.5;0.0;5.002821508479518;-1.928934488656837;-0.9146018366025516
0.5;0.0;5.094337422954533;-2.0477824478223265;-0.9146018366025516
0.5;0.0;5.185853337429548;-2.1666304069878164;-0.9146018366025516
0.5;0.0;5.277369251904563;-2.2854783661533062;-0.9146018366025516
